<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.02.24	1.08129	1.08721	1.08052	1.08534	62331	0	0
2020.02.25	1.08527	1.08904	1.08302	1.08810	63793	0	0
2020.02.26	1.08811	1.09089	1.08552	1.08804	68956	0	0
2020.02.27	1.08814	1.10066	1.08773	1.09999	82761	0	0
2020.02.28	1.09995	1.10532	1.09510	1.10289	108618	0	0
2020.03.02	1.10428	1.11846	1.10363	1.11324	119851	0	0
2020.03.03	1.11333	1.12135	1.10954	1.11700	112326	0	0
2020.03.04	1.11714	1.11875	1.10955	1.11350	76443	0	0
2020.03.05	1.11332	1.12449	1.11196	1.12369	69663	0	0
2020.03.06	1.12366	1.13548	1.12112	1.12895	124746	0	0
2020.03.09	1.13469	1.14951	1.13348	1.14353	190880	0	0
2020.03.10	1.14388	1.14581	1.12748	1.12815	176934	0	0
2020.03.11	1.12801	1.13668	1.12574	1.12703	127991	0	0
2020.03.12	1.12688	1.13336	1.10553	1.11852	174508	0	0
2020.03.13	1.11846	1.12213	1.10552	1.11002	168533	0	0
2020.03.16	1.10635	1.12365	1.10635	1.11814	213361	0	0
2020.03.17	1.11797	1.11891	1.09550	1.09987	173076	0	0
2020.03.18	1.09965	1.10451	1.08018	1.09166	194286	0	0
2020.03.19	1.09122	1.09812	1.06551	1.06930	214211	0	0
2020.03.20	1.06908	1.08308	1.06378	1.06973	235127	0	0
2020.03.23	1.07015	1.08278	1.06358	1.07242	209219	0	0
2020.03.24	1.07205	1.08882	1.07184	1.07872	170985	0	0
2020.03.25	1.07873	1.08939	1.07605	1.08809	151437	0	0
2020.03.26	1.08826	1.10587	1.08702	1.10331	163089	0	0
2020.03.27	1.10303	1.11472	1.09536	1.11391	149504	0	0
2020.03.30	1.11167	1.11441	1.10100	1.10446	131050	0	0
2020.03.31	1.10398	1.10532	1.09268	1.10357	150870	0	0
2020.04.01	1.10286	1.10388	1.09028	1.09625	117156	0	0
2020.04.02	1.09614	1.09681	1.08207	1.08571	122752	0	0
2020.04.03	1.08553	1.08648	1.07727	1.08075	108423	0	0
2020.04.06	1.08081	1.08356	1.07685	1.07937	95127	0	0
2020.04.07	1.07931	1.09266	1.07834	1.08920	95627	0	0
2020.04.08	1.08903	1.09023	1.08302	1.08547	90380	0	0
2020.04.09	1.08561	1.09520	1.08410	1.09297	90497	0	0
2020.04.10	1.09291	1.09525	1.09171	1.09306	40002	0	0
2020.04.13	1.09486	1.09678	1.08927	1.09091	59001	0	0
2020.04.14	1.09055	1.09872	1.09016	1.09818	73928	0	0
2020.04.15	1.09784	1.09908	1.08564	1.09112	73448	0	0
2020.04.16	1.09075	1.09112	1.08165	1.08390	90027	0	0
2020.04.17	1.08382	1.08927	1.08120	1.08712	79622	0	0
2020.04.20	1.08634	1.08968	1.08413	1.08622	59800	0	0
2020.04.21	1.08602	1.08803	1.08165	1.08570	68361	0	0
2020.04.22	1.08563	1.08852	1.08034	1.08231	52255	0	0
2020.04.23	1.08226	1.08468	1.07560	1.07758	76840	0	0
2020.04.24	1.07762	1.08296	1.07272	1.08261	60781	0	0
2020.04.27	1.08208	1.08600	1.08114	1.08294	54825	0	0
2020.04.28	1.08285	1.08884	1.08096	1.08197	55909	0	0
2020.04.29	1.08180	1.08856	1.08168	1.08732	57292	0	0
2020.04.30	1.08707	1.09726	1.08330	1.09516	78093	0	0
2020.05.01	1.09532	1.10188	1.09345	1.09806	55498	0	0
2020.05.04	1.09677	1.09737	1.08957	1.09038	58066	0	0
2020.05.05	1.09054	1.09259	1.08259	1.08375	61173	0	0
2020.05.06	1.08376	1.08450	1.07820	1.07959	57692	0	0
2020.05.07	1.07925	1.08340	1.07666	1.08318	64809	0	0
2020.05.08	1.08334	1.08756	1.08151	1.08384	51225	0	0
2020.05.11	1.08282	1.08506	1.08007	1.08066	54618	0	0
2020.05.12	1.08062	1.08854	1.07845	1.08485	58633	0	0
2020.05.13	1.08470	1.08966	1.08117	1.08189	63002	0	0
2020.05.14	1.08176	1.08240	1.07750	1.08044	55861	0	0
2020.05.15	1.08039	1.08512	1.07890	1.08190	52912	0	0
2020.05.18	1.08078	1.09270	1.07960	1.09142	51295	0	0
2020.05.19	1.09139	1.09760	1.09022	1.09228	54062	0	0
2020.05.20	1.09216	1.09990	1.09187	1.09781	50917	0	0
2020.05.21	1.09791	1.10083	1.09371	1.09493	52446	0	0
2020.05.22	1.09462	1.09537	1.08854	1.09032	45728	0	0
2020.05.25	1.08956	1.09146	1.08706	1.08970	30400	0	0
2020.05.26	1.08949	1.09960	1.08913	1.09825	52396	0	0
2020.05.27	1.09817	1.10310	1.09340	1.10093	82519	0	0
2020.05.28	1.10037	1.10936	1.09918	1.10773	73647	0	0
2020.05.29	1.10767	1.11451	1.10660	1.11007	88484	0	0
2020.06.01	1.11137	1.11540	1.11005	1.11339	74541	0	0
2020.06.02	1.11356	1.11960	1.11152	1.11690	81199	0	0
2020.06.03	1.11692	1.12579	1.11667	1.12337	91995	0	0
2020.06.04	1.12327	1.13623	1.11946	1.13355	99670	0	0
2020.06.05	1.13369	1.13838	1.12784	1.12900	98291	0	0
2020.06.08	1.12924	1.13200	1.12684	1.12940	74109	0	0
2020.06.09	1.12941	1.13640	1.12411	1.13383	85032	0	0
2020.06.10	1.13395	1.14226	1.13219	1.13757	98594	0	0
2020.06.11	1.13729	1.14037	1.12888	1.12980	137591	0	0
2020.06.12	1.12940	1.13407	1.12127	1.12596	134118	0	0
2020.06.15	1.12333	1.13325	1.12263	1.13227	130575	0	0
2020.06.16	1.13237	1.13534	1.12280	1.12636	112568	0	0
2020.06.17	1.12633	1.12940	1.12068	1.12431	106590	0	0
2020.06.18	1.12439	1.12614	1.11855	1.12046	101303	0	0
2020.06.19	1.12054	1.12542	1.11682	1.11777	95876	0	0
2020.06.22	1.11824	1.12701	1.11686	1.12615	80544	0	0
2020.06.23	1.12579	1.13488	1.12332	1.13087	104337	0	0
2020.06.24	1.13077	1.13259	1.12484	1.12500	97533	0	0
2020.06.25	1.12504	1.12598	1.11905	1.12182	95464	0	0
2020.06.26	1.12166	1.12394	1.11953	1.12185	69358	0	0
2020.06.29	1.12148	1.12879	1.12110	1.12426	75665	0	0
2020.06.30	1.12416	1.12618	1.11910	1.12336	79189	0	0
2020.07.01	1.12339	1.12752	1.11854	1.12512	77792	0	0
2020.07.02	1.12508	1.13027	1.12234	1.12394	77360	0	0
2020.07.03	1.12392	1.12513	1.12193	1.12474	65448	0	0
2020.07.06	1.12432	1.13456	1.12385	1.13089	72064	0	0
2020.07.07	1.13090	1.13326	1.12588	1.12744	80272	0	0
2020.07.08	1.12727	1.13518	1.12621	1.13298	74963	0	0
2020.07.09	1.13267	1.13708	1.12804	1.12848	89541	0	0
2020.07.10	1.12812	1.13248	1.12550	1.12990	74196	0	0
2020.07.13	1.13045	1.13749	1.13008	1.13428	66137	0	0
2020.07.14	1.13435	1.14088	1.13252	1.13999	91381	0	0
2020.07.15	1.13948	1.14521	1.13894	1.14115	81264	0	0
2020.07.16	1.14110	1.14416	1.13705	1.13822	81041	0	0
2020.07.17	1.13834	1.14437	1.13750	1.14246	61357	0	0
2020.07.20	1.14060	1.14679	1.14026	1.14478	94549	0	0
2020.07.21	1.14474	1.15398	1.14231	1.15286	110652	0	0
2020.07.22	1.15265	1.16015	1.15070	1.15703	131231	0	0
2020.07.23	1.15702	1.16269	1.15404	1.15971	122012	0	0
2020.07.24	1.15961	1.16583	1.15814	1.16556	119696	0	0
2020.07.27	1.16425	1.17814	1.16404	1.17513	133433	0	0
2020.07.28	1.17513	1.17737	1.16988	1.17168	134252	0	0
2020.07.29	1.17150	1.18062	1.17103	1.17903	126057	0	0
2020.07.30	1.17908	1.18484	1.17309	1.18468	130944	0	0
2020.07.31	1.18471	1.19088	1.17616	1.17735	164138	0	0
2020.08.03	1.17708	1.17968	1.16960	1.17627	122504	0	0
2020.08.04	1.17617	1.18062	1.17213	1.18027	115216	0	0
2020.08.05	1.18025	1.19050	1.17928	1.18641	110465	0	0
2020.08.06	1.18630	1.19160	1.18180	1.18768	139673	0	0
2020.08.07	1.18762	1.18831	1.17553	1.17868	134599	0	0
2020.08.10	1.17869	1.18008	1.17362	1.17366	88973	0	0
2020.08.11	1.17373	1.18079	1.17222	1.17395	128434	0	0
2020.08.12	1.17399	1.18166	1.17112	1.17854	126254	0	0
2020.08.13	1.17840	1.18642	1.17763	1.18146	111301	0	0
2020.08.14	1.18126	1.18505	1.17819	1.18404	99233	0	0
2020.08.17	1.18394	1.18810	1.18288	1.18701	85575	0	0
2020.08.18	1.18699	1.19658	1.18550	1.19314	112021	0	0
2020.08.19	1.19310	1.19527	1.18304	1.18392	117992	0	0
2020.08.20	1.18364	1.18687	1.18021	1.18612	123960	0	0
2020.08.21	1.18600	1.18829	1.17542	1.17956	105822	0	0
2020.08.24	1.17892	1.18497	1.17844	1.17873	83966	0	0
2020.08.25	1.17875	1.18438	1.17843	1.18339	105019	0	0
2020.08.26	1.18342	1.18394	1.17724	1.18303	94957	0	0
2020.08.27	1.18300	1.19020	1.17626	1.18217	157424	0	0
2020.08.28	1.18216	1.19199	1.18111	1.19063	139470	0	0
2020.08.31	1.18938	1.19661	1.18840	1.19363	114116	0	0
2020.09.01	1.19361	1.20115	1.19014	1.19118	136700	0	0
2020.09.02	1.19117	1.19288	1.18222	1.18542	114938	0	0
2020.09.03	1.18545	1.18646	1.17891	1.18515	130747	0	0
2020.09.04	1.18513	1.18655	1.17809	1.18379	134280	0	0
2020.09.07	1.18448	1.18487	1.18117	1.18127	63876	0	0
2020.09.08	1.18124	1.18275	1.17656	1.17738	130512	0	0
2020.09.09	1.17733	1.18340	1.17529	1.18030	113969	0	0
2020.09.10	1.18028	1.19174	1.17971	1.18147	138212	0	0
2020.09.11	1.18150	1.18742	1.18097	1.18446	96683	0	0
2020.09.14	1.18347	1.18880	1.18321	1.18638	72998	0	0
2020.09.15	1.18641	1.19006	1.18398	1.18466	81964	0	0
2020.09.16	1.18469	1.18825	1.17878	1.18162	117867	0	0
2020.09.17	1.18157	1.18524	1.17376	1.18477	127278	0	0
2020.09.18	1.18477	1.18706	1.18264	1.18426	91478	0	0
2020.09.21	1.18398	1.18717	1.17318	1.17715	109554	0	0
2020.09.22	1.17709	1.17730	1.16918	1.17048	119230	0	0
2020.09.23	1.17074	1.17189	1.16514	1.16603	118571	0	0
2020.09.24	1.16601	1.16870	1.16265	1.16682	118208	0	0
2020.09.25	1.16722	1.16851	1.16122	1.16307	95542	0	0
2020.09.28	1.16194	1.16802	1.16152	1.16667	82584	0	0
2020.09.29	1.16607	1.17455	1.16607	1.17433	85381	0	0
2020.09.30	1.17428	1.17550	1.16848	1.17181	116537	0	0
2020.10.01	1.17194	1.17698	1.17173	1.17456	120030	0	0
2020.10.02	1.17493	1.17493	1.16958	1.17162	128396	0	0
2020.10.05	1.17108	1.17976	1.17058	1.17845	78800	0	0
2020.10.06	1.17820	1.18078	1.17319	1.17335	100929	0	0
2020.10.07	1.17332	1.17819	1.17250	1.17629	90133	0	0
2020.10.08	1.17602	1.17817	1.17329	1.17603	74160	0	0
2020.10.09	1.17582	1.18309	1.17553	1.18302	73139	0	0
2020.10.12	1.18102	1.18268	1.17869	1.18119	59726	0	0
2020.10.13	1.18109	1.18154	1.17306	1.17455	73435	0	0
2020.10.14	1.17443	1.17711	1.17199	1.17469	75200	0	0
2020.10.15	1.17452	1.17579	1.16885	1.17074	80014	0	0
2020.10.16	1.17071	1.17463	1.16942	1.17147	70165	0	0
2020.10.19	1.17158	1.17938	1.17032	1.17709	70775	0	0
2020.10.20	1.17684	1.18408	1.17599	1.18224	69151	0	0
2020.10.21	1.18212	1.18808	1.18182	1.18611	86062	0	0
2020.10.22	1.18618	1.18669	1.18113	1.18187	73595	0	0
2020.10.23	1.18173	1.18648	1.17868	1.18614	70037	0	0
2020.10.26	1.18532	1.18599	1.18034	1.18092	69503	0	0
2020.10.27	1.18081	1.18389	1.17929	1.17954	58619	0	0
2020.10.28	1.17956	1.17971	1.17179	1.17462	82850	0	0
2020.10.29	1.17459	1.17590	1.16503	1.16731	88076	0	0
2020.10.30	1.16739	1.17044	1.16401	1.16454	88189	0	0
2020.11.02	1.16464	1.16558	1.16223	1.16403	73462	0	0
2020.11.03	1.16406	1.17398	1.16276	1.17202	63989	0	0
2020.11.04	1.17128	1.17709	1.16029	1.17231	180329	0	0
2020.11.05	1.17248	1.18598	1.17109	1.18269	123020	0	0
2020.11.06	1.18243	1.18911	1.17954	1.18752	116744	0	0
2020.11.09	1.18893	1.19201	1.17954	1.18135	151136	0	0
2020.11.10	1.18130	1.18433	1.17799	1.18172	126986	0	0
2020.11.11	1.18140	1.18327	1.17455	1.17788	75986	0	0
2020.11.12	1.17768	1.18232	1.17586	1.18056	79623	0	0
2020.11.13	1.18047	1.18374	1.17990	1.18325	62295	0	0
2020.11.16	1.18402	1.18689	1.18143	1.18539	73957	0	0
2020.11.17	1.18505	1.18938	1.18427	1.18611	62701	0	0
2020.11.18	1.18610	1.18909	1.18492	1.18544	68757	0	0
2020.11.19	1.18525	1.18825	1.18164	1.18735	71494	0	0
2020.11.20	1.18743	1.18910	1.18499	1.18580	62068	0	0
2020.11.23	1.18526	1.19059	1.17999	1.18410	71121	0	0
2020.11.24	1.18405	1.18959	1.18356	1.18927	71814	0	0
2020.11.25	1.18914	1.19298	1.18819	1.19139	78368	0	0
2020.11.26	1.19157	1.19409	1.18853	1.19130	45195	0	0
2020.11.27	1.19126	1.19637	1.19066	1.19609	51941	0	0
2020.11.30	1.19611	1.20034	1.19239	1.19257	78355	0	0
2020.12.01	1.19256	1.20766	1.19242	1.20720	82371	0	0
2020.12.02	1.20688	1.21185	1.20401	1.21156	88374	0	0
2020.12.03	1.21152	1.21746	1.21012	1.21479	80825	0	0
2020.12.04	1.21437	1.21776	1.21102	1.21209	85237	0	0
2020.12.07	1.21298	1.21663	1.20786	1.21090	82759	0	0
2020.12.08	1.21091	1.21340	1.20954	1.21046	80209	0	0
2020.12.09	1.21023	1.21473	1.20588	1.20814	78139	0	0
2020.12.10	1.20799	1.21590	1.20746	1.21416	97140	0	0
2020.12.11	1.21360	1.21629	1.21054	1.21138	79388	0	0
2020.12.14	1.21349	1.21768	1.21157	1.21431	69303	0	0
2020.12.15	1.21438	1.21690	1.21215	1.21528	68454	0	0
2020.12.16	1.21497	1.22123	1.21251	1.21994	83640	0	0
2020.12.17	1.21988	1.22728	1.21901	1.22669	72206	0	0
2020.12.18	1.22673	1.22711	1.22256	1.22550	66102	0	0
2020.12.21	1.22199	1.22529	1.21296	1.22435	115986	0	0
2020.12.22	1.22410	1.22570	1.21521	1.21628	86585	0	0
2020.12.23	1.21620	1.22211	1.21539	1.21861	82058	0	0
2020.12.24	1.21853	1.22156	1.21772	1.21808	40165	0	0
2020.12.28	1.21796	1.22504	1.21795	1.22148	69215	0	0
2020.12.29	1.22163	1.22752	1.22070	1.22498	66672	0	0
2020.12.30	1.22474	1.23101	1.22440	1.22998	71682	0	0
2020.12.31	1.22952	1.23094	1.22151	1.22168	64107	0	0
2021.01.04	1.22393	1.23096	1.22276	1.22521	103062	0	0
2021.01.05	1.22484	1.23058	1.22434	1.22986	95306	0	0
2021.01.06	1.22941	1.23495	1.22657	1.23263	142912	0	0
2021.01.07	1.23252	1.23444	1.22452	1.22693	106321	0	0
2021.01.08	1.22711	1.22847	1.21932	1.22194	120493	0	0
2021.01.11	1.22155	1.22212	1.21323	1.21502	99812	0	0
2021.01.12	1.21512	1.22096	1.21372	1.22077	90330	0	0
2021.01.13	1.22062	1.22228	1.21399	1.21578	87378	0	0
2021.01.14	1.21569	1.21788	1.21111	1.21545	96866	0	0
2021.01.15	1.21523	1.21626	1.20749	1.20757	84666	0	0
2021.01.18	1.20822	1.20869	1.20536	1.20759	62179	0	0
2021.01.19	1.20748	1.21451	1.20741	1.21286	73489	0	0
2021.01.20	1.21287	1.21583	1.20769	1.21057	80939	0	0
2021.01.21	1.21061	1.21732	1.21033	1.21679	87069	0	0
2021.01.22	1.21609	1.21897	1.21517	1.21713	76145	0	0
2021.01.25	1.21668	1.21834	1.21160	1.21415	80840	0	0
2021.01.26	1.21384	1.21759	1.21078	1.21598	77456	0	0
2021.01.27	1.21599	1.21698	1.20584	1.21121	110542	0	0
2021.01.28	1.21099	1.21420	1.20807	1.21222	110050	0	0
2021.01.29	1.21192	1.21560	1.20945	1.21367	119151	0	0
2021.02.01	1.21280	1.21366	1.20562	1.20609	93583	0	0
2021.02.02	1.20593	1.20878	1.20117	1.20431	83595	0	0
2021.02.03	1.20433	1.20502	1.20042	1.20353	68990	0	0
2021.02.04	1.20358	1.20429	1.19577	1.19611	72754	0	0
2021.02.05	1.19609	1.20500	1.19522	1.20489	72942	0	0
2021.02.08	1.20374	1.20660	1.20198	1.20499	62435	0	0
2021.02.09	1.20430	1.21219	1.20430	1.21197	71517	0	0
2021.02.10	1.21182	1.21442	1.21088	1.21183	70380	0	0
2021.02.11	1.21178	1.21495	1.21136	1.21317	52308	0	0
2021.02.12	1.21288	1.21344	1.20816	1.21182	55425	0	0
2021.02.15	1.21242	1.21451	1.21167	1.21271	40212	0	0
2021.02.16	1.21274	1.21694	1.20950	1.21034	72120	0	0
2021.02.17	1.21066	1.21075	1.20233	1.20417	78266	0	0
2021.02.18	1.20329	1.20946	1.20329	1.20933	70235	0	0
2021.02.19	1.20897	1.21445	1.20824	1.21172	64587	0	0
2021.02.22	1.21124	1.21694	1.20914	1.21581	78547	0	0
2021.02.23	1.21541	1.21802	1.21354	1.21496	73824	0	0
2021.02.24	1.21494	1.21747	1.21093	1.21684	93821	0	0
2021.02.25	1.21632	1.22429	1.21562	1.21774	125634	0	0
2021.02.26	1.21707	1.21835	1.20623	1.20736	146666	0	0
2021.03.01	1.20700	1.21012	1.20276	1.20484	86157	0	0
2021.03.02	1.20488	1.20944	1.19918	1.20905	86795	0	0
2021.03.03	1.20906	1.21132	1.20426	1.20623	88098	0	0
2021.03.04	1.20628	1.20663	1.19616	1.19721	117996	0	0
2021.03.05	1.19647	1.19767	1.18928	1.19101	129345	0	0
2021.03.08	1.19169	1.19323	1.18442	1.18465	101344	0	0
2021.03.09	1.18466	1.19159	1.18356	1.19008	91351	0	0
2021.03.10	1.19001	1.19298	1.18689	1.19291	87878	0	0
2021.03.11	1.19286	1.19900	1.19157	1.19852	86722	0	0
2021.03.12	1.19856	1.19885	1.19101	1.19518	83727	0	0
2021.03.15	1.19433	1.19675	1.19112	1.19298	70096	0	0
2021.03.16	1.19272	1.19518	1.18822	1.19024	68815	0	0
2021.03.17	1.19021	1.19854	1.18862	1.19799	72252	0	0
2021.03.18	1.19785	1.19889	1.19061	1.19158	91493	0	0
2021.03.19	1.19136	1.19372	1.18740	1.19061	73104	0	0
2021.03.22	1.18716	1.19468	1.18709	1.19327	62329	0	0
2021.03.23	1.19322	1.19408	1.18422	1.18503	75286	0	0
2021.03.24	1.18491	1.18531	1.18097	1.18118	77507	0	0
2021.03.25	1.18127	1.18278	1.17619	1.17641	84517	0	0
2021.03.26	1.17640	1.18050	1.17634	1.17929	62612	0	0
2021.03.29	1.17908	1.17938	1.17606	1.17652	66581	0	0
2021.03.30	1.17645	1.17738	1.17113	1.17158	62294	0	0
2021.03.31	1.17166	1.17598	1.17041	1.17300	63087	0	0
2021.04.01	1.17303	1.17800	1.17126	1.17776	63938	0	0
2021.04.02	1.17762	1.17867	1.17490	1.17623	26806	0	0
2021.04.05	1.17548	1.18195	1.17379	1.18123	39147	0	0
2021.04.06	1.18121	1.18777	1.17952	1.18762	62495	0	0
2021.04.07	1.18748	1.19148	1.18609	1.18717	69575	0	0
2021.04.08	1.18636	1.19274	1.18608	1.19162	58961	0	0
2021.04.09	1.19130	1.19201	1.18671	1.19012	59557	0	0
2021.04.12	1.18898	1.19192	1.18712	1.19115	59188	0	0
2021.04.13	1.19102	1.19559	1.18781	1.19489	72141	0	0
2021.04.14	1.19485	1.19874	1.19454	1.19792	63580	0	0
2021.04.15	1.19799	1.19934	1.19561	1.19663	62310	0	0
2021.04.16	1.19616	1.19948	1.19505	1.19822	55436	0	0
2021.04.19	1.19718	1.20479	1.19425	1.20368	52287	0	0
2021.04.20	1.20370	1.20798	1.20223	1.20366	48048	0	0
2021.04.21	1.20354	1.20437	1.19985	1.20355	39802	0	0
2021.04.22	1.20346	1.20695	1.19936	1.20160	48025	0	0
2021.04.23	1.20146	1.21000	1.20128	1.20975	42152	0	0
2021.04.26	1.20911	1.21169	1.20612	1.20860	40340	0	0
2021.04.27	1.20813	1.20929	1.20568	1.20916	37352	0	0
2021.04.28	1.20889	1.21348	1.20562	1.21257	46911	0	0
2021.04.29	1.21223	1.21500	1.21021	1.21199	42687	0	0
2021.04.30	1.21161	1.21267	1.20167	1.20215	40926	0	0
2021.05.03	1.20308	1.20759	1.20084	1.20631	32237	0	0
2021.05.04	1.20630	1.20640	1.19991	1.20137	41978	0	0
2021.05.05	1.20102	1.20266	1.19861	1.20054	34795	0	0
2021.05.06	1.20043	1.20716	1.19932	1.20641	37473	0	0
2021.05.07	1.20646	1.21714	1.20528	1.21635	46035	0	0
2021.05.10	1.21596	1.21783	1.21278	1.21284	43501	0	0
2021.05.11	1.21272	1.21818	1.21231	1.21482	49558	0	0
2021.05.12	1.21454	1.21522	1.20656	1.20705	53870	0	0
2021.05.13	1.20677	1.21062	1.20515	1.20788	56278	0	0
2021.05.14	1.20783	1.21478	1.20709	1.21458	45191	0	0
2021.05.17	1.21428	1.21688	1.21261	1.21518	42521	0	0
2021.05.18	1.21514	1.22338	1.21492	1.22233	40867	0	0
2021.05.19	1.22226	1.22453	1.21600	1.21760	56369	0	0
2021.05.20	1.21687	1.22292	1.21675	1.22282	42157	0	0
2021.05.21	1.22280	1.22398	1.21608	1.21803	45023	0	0
2021.05.24	1.21810	1.22299	1.21726	1.22163	41596	0	0
2021.05.25	1.22136	1.22664	1.22098	1.22520	48833	0	0
2021.05.26	1.22502	1.22630	1.21820	1.21925	43846	0	0
2021.05.27	1.21917	1.22150	1.21752	1.21945	47552	0	0
2021.05.28	1.21936	1.22050	1.21327	1.21930	48326	0	0
2021.05.31	1.21998	1.22314	1.21834	1.22268	27059	0	0
2021.06.01	1.22268	1.22544	1.22117	1.22140	41346	0	0
2021.06.02	1.22124	1.22266	1.21642	1.22097	42599	0	0
2021.06.03	1.22114	1.22142	1.21184	1.21271	45097	0	0
2021.06.04	1.21274	1.21856	1.21040	1.21666	44675	0	0
2021.06.07	1.21623	1.22019	1.21451	1.21895	34170	0	0
2021.06.08	1.21894	1.21942	1.21643	1.21730	39348	0	0
2021.06.09	1.21728	1.22180	1.21712	1.21792	31838	0	0
2021.06.10	1.21798	1.21946	1.21434	1.21761	47741	0	0
2021.06.11	1.21639	1.21930	1.20926	1.21079	40715	0	0
2021.06.14	1.21074	1.21305	1.20943	1.21198	36528	0	0
2021.06.15	1.21197	1.21474	1.21014	1.21255	38563	0	0
2021.06.16	1.21263	1.21349	1.19954	1.19958	51546	0	0
2021.06.17	1.19944	1.20064	1.18920	1.19062	64946	0	0
2021.06.18	1.19076	1.19250	1.18475	1.18616	67253	0	0
2021.06.21	1.18570	1.19213	1.18476	1.19180	59286	0	0
2021.06.22	1.19182	1.19526	1.18810	1.19412	51176	0	0
2021.06.23	1.19395	1.19700	1.19116	1.19267	49374	0	0
2021.06.24	1.19257	1.19564	1.19178	1.19315	44615	0	0
2021.06.25	1.19318	1.19753	1.19264	1.19362	43393	0	0
2021.06.28	1.19338	1.19446	1.19025	1.19242	45184	0	0
2021.06.29	1.19231	1.19308	1.18777	1.18965	44269	0	0
2021.06.30	1.18968	1.19090	1.18452	1.18577	51541	0	0
2021.07.01	1.18581	1.18843	1.18375	1.18498	47529	0	0
2021.07.02	1.18505	1.18742	1.18075	1.18664	47778	0	0
2021.07.05	1.18622	1.18805	1.18514	1.18630	31654	0	0
2021.07.06	1.18624	1.18950	1.18072	1.18234	53772	0	0
2021.07.07	1.18234	1.18360	1.17817	1.17907	50949	0	0
2021.07.08	1.17902	1.18680	1.17836	1.18463	61384	0	0
2021.07.09	1.18397	1.18810	1.18250	1.18773	47414	0	0
2021.07.12	1.18699	1.18802	1.18362	1.18602	41297	0	0
2021.07.13	1.18608	1.18753	1.17724	1.17767	50236	0	0
2021.07.14	1.17766	1.18389	1.17719	1.18363	48259	0	0
2021.07.15	1.18370	1.18508	1.17964	1.18111	49142	0	0
2021.07.16	1.18142	1.18224	1.17923	1.18053	45054	0	0
2021.07.19	1.18080	1.18245	1.17639	1.17989	55364	0	0
2021.07.20	1.17961	1.18028	1.17557	1.17805	54548	0	0
2021.07.21	1.17813	1.18048	1.17520	1.17943	43895	0	0
2021.07.22	1.17925	1.18304	1.17574	1.17710	49996	0	0
2021.07.23	1.17708	1.17866	1.17545	1.17722	38407	0	0
2021.07.26	1.17736	1.18174	1.17634	1.18023	42153	0	0
2021.07.27	1.18032	1.18411	1.17702	1.18163	46093	0	0
2021.07.28	1.18168	1.18496	1.17724	1.18427	51176	0	0
2021.07.29	1.18440	1.18928	1.18405	1.18869	40272	0	0
2021.07.30	1.18877	1.19086	1.18516	1.18696	43653	0	0
2021.08.02	1.18676	1.18970	1.18405	1.18717	36192	0	0
2021.08.03	1.18690	1.18933	1.18536	1.18651	37586	0	0
2021.08.04	1.18664	1.18997	1.18328	1.18371	39762	0	0
2021.08.05	1.18367	1.18574	1.18282	1.18319	36854	0	0
2021.08.06	1.18352	1.18360	1.17544	1.17604	37198	0	0
2021.08.09	1.17602	1.17694	1.17350	1.17363	36714	0	0
2021.08.10	1.17364	1.17429	1.17100	1.17202	32059	0	0
2021.08.11	1.17206	1.17538	1.17060	1.17396	34797	0	0
2021.08.12	1.17387	1.17482	1.17238	1.17302	28636	0	0
2021.08.13	1.17295	1.18047	1.17293	1.17952	28017	0	0
2021.08.16	1.17954	1.18010	1.17675	1.17758	29596	0	0
2021.08.17	1.17788	1.17844	1.17082	1.17083	39746	0	0
2021.08.18	1.17099	1.17426	1.16939	1.17091	39093	0	0
2021.08.19	1.17108	1.17166	1.16658	1.16768	47163	0	0
2021.08.20	1.16754	1.17046	1.16640	1.16999	35980	0	0
2021.08.23	1.16954	1.17502	1.16905	1.17459	34229	0	0
2021.08.24	1.17459	1.17651	1.17272	1.17576	31585	0	0
2021.08.25	1.17560	1.17745	1.17261	1.17727	35052	0	0
2021.08.26	1.17718	1.17790	1.17460	1.17519	37333	0	0
2021.08.27	1.17522	1.18024	1.17350	1.17965	42043	0	0
2021.08.30	1.17958	1.18098	1.17828	1.17969	28335	0	0
2021.08.31	1.17966	1.18452	1.17951	1.18086	44272	0	0
2021.09.01	1.18088	1.18573	1.17937	1.18399	39160	0	0
2021.09.02	1.18390	1.18761	1.18345	1.18753	31968	0	0
2021.09.03	1.18750	1.19090	1.18656	1.18784	40106	0	0
2021.09.06	1.18820	1.18864	1.18558	1.18700	22859	0	0
2021.09.07	1.18700	1.18852	1.18374	1.18423	42117	0	0
2021.09.08	1.18388	1.18512	1.18022	1.18157	44805	0	0
2021.09.09	1.18158	1.18411	1.18052	1.18238	46982	0	0
2021.09.10	1.18253	1.18512	1.18095	1.18104	41130	0	0
2021.09.13	1.18154	1.18171	1.17702	1.18108	39899	0	0
2021.09.14	1.18111	1.18458	1.18001	1.18040	44953	0	0
2021.09.15	1.18030	1.18319	1.17971	1.18157	43513	0	0
2021.09.16	1.18177	1.18206	1.17505	1.17686	44478	0	0
2021.09.17	1.17649	1.17890	1.17246	1.17260	41952	0	0
2021.09.20	1.17306	1.17365	1.17002	1.17269	43872	0	0
2021.09.21	1.17250	1.17488	1.17150	1.17256	43768	0	0
